Pair	Ctcf_E_Gm12878	Dnase_E_Gm12878	H3k27ac_E_Gm12878	H3k27me3_E_Gm12878	H3k36me3_E_Gm12878	H3k4me1_E_Gm12878	H3k4me2_E_Gm12878	H3k4me3_E_Gm12878	H3k79me2_E_Gm12878	H3k9ac_E_Gm12878	H3k9me3_E_Gm12878	H4k20me1_E_Gm12878	RAD21_E_Gm12878	TBP_E_Gm12878	Ctcf_P_Gm12878	Dnase_P_Gm12878	H3k27ac_P_Gm12878	H3k27me3_P_Gm12878	H3k36me3_P_Gm12878	H3k4me1_P_Gm12878	H3k4me2_P_Gm12878	H3k4me3_P_Gm12878	H3k79me2_P_Gm12878	H3k9ac_P_Gm12878	H3k9me3_P_Gm12878	H4k20me1_P_Gm12878	RAD21_P_Gm12878	TBP_P_Gm12878	Ctcf_W_Gm12878	Dnase_W_Gm12878	H3k27ac_W_Gm12878	H3k27me3_W_Gm12878	H3k36me3_W_Gm12878	H3k4me1_W_Gm12878	H3k4me2_W_Gm12878	H3k4me3_W_Gm12878	H3k79me2_W_Gm12878	H3k9ac_W_Gm12878	H3k9me3_W_Gm12878	H4k20me1_W_Gm12878	RAD21_W_Gm12878	TBP_W_Gm12878	Ctcf_E_K562	Dnase_E_K562	H3k27ac_E_K562	H3k27me3_E_K562	H3k36me3_E_K562	H3k4me1_E_K562	H3k4me2_E_K562	H3k4me3_E_K562	H3k79me2_E_K562	H3k9ac_E_K562	H3k9me3_E_K562	H4k20me1_E_K562	RAD21_E_K562	TBP_E_K562	Ctcf_P_K562	Dnase_P_K562	H3k27ac_P_K562	H3k27me3_P_K562	H3k36me3_P_K562	H3k4me1_P_K562	H3k4me2_P_K562	H3k4me3_P_K562	H3k79me2_P_K562	H3k9ac_P_K562	H3k9me3_P_K562	H4k20me1_P_K562	RAD21_P_K562	TBP_P_K562	Ctcf_W_K562	Dnase_W_K562	H3k27ac_W_K562	H3k27me3_W_K562	H3k36me3_W_K562	H3k4me1_W_K562	H3k4me2_W_K562	H3k4me3_W_K562	H3k79me2_W_K562	H3k9ac_W_K562	H3k9me3_W_K562	H4k20me1_W_K562	RAD21_W_K562	TBP_W_K562	Ctcf_E_Huvec	Dnase_E_Huvec	H3k27ac_E_Huvec	H3k27me3_E_Huvec	H3k36me3_E_Huvec	H3k4me1_E_Huvec	H3k4me2_E_Huvec	H3k4me3_E_Huvec	H3k79me2_E_Huvec	H3k9ac_E_Huvec	H3k9me3_E_Huvec	H4k20me1_E_Huvec	RAD21_E_Huvec	TBP_E_Huvec	Ctcf_P_Huvec	Dnase_P_Huvec	H3k27ac_P_Huvec	H3k27me3_P_Huvec	H3k36me3_P_Huvec	H3k4me1_P_Huvec	H3k4me2_P_Huvec	H3k4me3_P_Huvec	H3k79me2_P_Huvec	H3k9ac_P_Huvec	H3k9me3_P_Huvec	H4k20me1_P_Huvec	RAD21_P_Huvec	TBP_P_Huvec	Ctcf_W_Huvec	Dnase_W_Huvec	H3k27ac_W_Huvec	H3k27me3_W_Huvec	H3k36me3_W_Huvec	H3k4me1_W_Huvec	H3k4me2_W_Huvec	H3k4me3_W_Huvec	H3k79me2_W_Huvec	H3k9ac_W_Huvec	H3k9me3_W_Huvec	H4k20me1_W_Huvec	RAD21_W_Huvec	TBP_W_Huvec	Ctcf_E_Hmec	Dnase_E_Hmec	H3k27ac_E_Hmec	H3k27me3_E_Hmec	H3k36me3_E_Hmec	H3k4me1_E_Hmec	H3k4me2_E_Hmec	H3k4me3_E_Hmec	H3k79me2_E_Hmec	H3k9ac_E_Hmec	H3k9me3_E_Hmec	H4k20me1_E_Hmec	RAD21_E_Hmec	TBP_E_Hmec	Ctcf_P_Hmec	Dnase_P_Hmec	H3k27ac_P_Hmec	H3k27me3_P_Hmec	H3k36me3_P_Hmec	H3k4me1_P_Hmec	H3k4me2_P_Hmec	H3k4me3_P_Hmec	H3k79me2_P_Hmec	H3k9ac_P_Hmec	H3k9me3_P_Hmec	H4k20me1_P_Hmec	RAD21_P_Hmec	TBP_P_Hmec	Ctcf_W_Hmec	Dnase_W_Hmec	H3k27ac_W_Hmec	H3k27me3_W_Hmec	H3k36me3_W_Hmec	H3k4me1_W_Hmec	H3k4me2_W_Hmec	H3k4me3_W_Hmec	H3k79me2_W_Hmec	H3k9ac_W_Hmec	H3k9me3_W_Hmec	H4k20me1_W_Hmec	RAD21_W_Hmec	TBP_W_Hmec	Ctcf_E_Nhek	Dnase_E_Nhek	H3k27ac_E_Nhek	H3k27me3_E_Nhek	H3k36me3_E_Nhek	H3k4me1_E_Nhek	H3k4me2_E_Nhek	H3k4me3_E_Nhek	H3k79me2_E_Nhek	H3k9ac_E_Nhek	H3k9me3_E_Nhek	H4k20me1_E_Nhek	RAD21_E_Nhek	TBP_E_Nhek	Ctcf_P_Nhek	Dnase_P_Nhek	H3k27ac_P_Nhek	H3k27me3_P_Nhek	H3k36me3_P_Nhek	H3k4me1_P_Nhek	H3k4me2_P_Nhek	H3k4me3_P_Nhek	H3k79me2_P_Nhek	H3k9ac_P_Nhek	H3k9me3_P_Nhek	H4k20me1_P_Nhek	RAD21_P_Nhek	TBP_P_Nhek	Ctcf_W_Nhek	Dnase_W_Nhek	H3k27ac_W_Nhek	H3k27me3_W_Nhek	H3k36me3_W_Nhek	H3k4me1_W_Nhek	H3k4me2_W_Nhek	H3k4me3_W_Nhek	H3k79me2_W_Nhek	H3k9ac_W_Nhek	H3k9me3_W_Nhek	H4k20me1_W_Nhek	RAD21_W_Nhek	TBP_W_Nhek	Distance	Count
chr17_10005000_10010000-chr17_10700000_10705000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.33053	2.26278	0.718879	2.09191	0.952555	0.854736	0.697618	0.614687	0.335345	1.06983	0.682078	1.84092	2.1656	0.624863	2.20023	1.96221	1.06824	2.04898	1.39234	1.88888	1.47806	1.53046	0.837163	1.48216	1.60003	1.79616	2.42751	0.270804	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	0.497955	0.75714	1.04986	1.19678	1.34338	0.534675	1.173	0.681555	0.69263	0.3716	1.12942	1.60585	1.62571	0.52869	1.52772	0.965482	0.76087	1.21553	1.21999	0.790203	0.704929	0.756807	0.730825	0.674546	0.949285	1.15883	2.11042	0.235346	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	0.778347	2.0755	0.01	1.04414	1.3997	0.364594	0.433299	0.703092	0.317545	0.365034	2.6447	1.127	1.63678	0.517655	2.01343	1.59554	0.844449	1.02458	1.31603	0.698538	1.04804	1.31162	0.747303	1.15314	3.19006	1.40832	2.0316	0.234779	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	690000	0.594579
chr17_10005000_10010000-chr17_10705000_10710000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.55864	2.34892	0.739878	3.12119	0.700377	1.17176	0.495648	0.625376	0.449829	1.12988	0.954517	2.73484	2.64202	0.01	2.19397	1.96437	1.06573	2.04929	1.38917	1.88144	1.47245	1.52388	0.833552	1.47919	1.59343	1.79648	2.42562	0.273351	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.59861	2.95552	0.559398	3.38306	1.07669	4.74375	2.44239	1.76662	0.302755	1.60067	2.11	1.56517	4.08722	0.01	0.932481	3.14732	1.1471	4.05948	0.661072	4.74341	2.73456	2.01757	0.608795	1.64668	0.994707	2.30309	2.24818	0.01	2.67642	2.09498	1.66069	2.18282	1.34021	1.45983	1.46084	1.50328	0.871688	1.55738	1.82378	1.6943	2.19015	0.239373	695000	0.504343
chr17_10005000_10010000-chr17_10710000_10715000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	0.880201	1.84071	0.327224	2.03812	0.720653	0.370797	0.750516	1.22693	0.297846	1.10841	0.591185	1.90739	1.96528	0.01	2.18943	1.96712	1.0634	2.05695	1.38425	1.87637	1.46547	1.51746	0.830811	1.4767	1.58887	1.80318	2.42717	0.27147	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	700000	1.19634
chr17_10005000_10010000-chr17_10715000_10720000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.07068	2.72343	0.443028	3.13946	0.781309	0.748484	0.554962	0.95742	0.408281	0.99317	1.068	1.92207	3.31506	0.01	2.18015	1.96622	1.05818	2.05681	1.37955	1.86569	1.4604	1.5154	0.827032	1.47409	1.58179	1.80392	2.42389	0.269616	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	0.54746	0.77159	0.82661	1.22062	2.04659	0.358215	0.654715	0.80455	0.39079	0.52417	0.578173	1.1423	2.65359	0.01	1.51082	0.966995	0.763529	1.2263	1.22693	0.787907	0.704849	0.753433	0.72713	0.668135	0.95459	1.16825	2.10421	0.23423	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.59861	2.95552	0.559398	3.38306	1.07669	4.74375	2.44239	1.76662	0.302755	1.60067	2.11	1.56517	4.08722	0.01	1.16287	2.97634	0.690047	2.65184	1.09518	1.56238	0.673482	1.60037	0.361191	0.879296	1.40291	1.46395	2.83341	0.01	2.65621	2.10105	1.65072	2.19838	1.33577	1.47589	1.46387	1.50168	0.866935	1.55628	1.81395	1.70191	2.18725	0.23612	705000	0.801303
chr17_10005000_10010000-chr17_10720000_10725000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	0.994137	3.17515	0.450887	4.01436	0.642676	1.04861	0.359408	0.757971	0.512694	1.34429	0.809012	2.71267	1.39872	0.748106	2.17233	1.97155	1.05385	2.06444	1.37533	1.85782	1.45402	1.51147	0.824083	1.4707	1.57817	1.80475	2.43017	0.267788	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	710000	0.952403
chr17_10005000_10010000-chr17_10735000_10740000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.15	1.90371	0.393629	2.4017	0.699745	0.71478	0.732847	1.07198	0.153923	1.4668	0.778076	2.18399	1.1228	0.711666	2.15242	1.98797	1.04418	2.0796	1.35796	1.83599	1.43718	1.50027	0.814474	1.46983	1.56328	1.81602	2.41575	0.267544	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	0.34205	1.74346	0.73056	2.04693	1.6336	0.875505	0.515145	0.43281	0.406785	0.344565	1.24965	1.68536	1.11847	0.521205	1.49069	0.958489	0.761973	1.22086	1.239	0.778695	0.695287	0.749292	0.717103	0.661635	0.956753	1.17373	2.09492	0.231564	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.59861	2.95552	0.559398	3.38306	1.07669	4.74375	2.44239	1.76662	0.302755	1.60067	2.11	1.56517	4.08722	0.01	0.947043	2.48361	0.559124	2.72666	0.444071	0.727427	0.711515	1.0041	0.311297	0.614401	0.904512	2.06991	1.23727	0.542083	2.60321	2.1254	1.61879	2.24456	1.32104	1.45638	1.43873	1.4904	0.853646	1.53706	1.81081	1.71132	2.17996	0.233478	725000	0.908189
chr17_10005000_10010000-chr17_10740000_10745000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	0.760587	2.21422	0.4738	2.06937	0.666362	0.610259	0.418721	0.912854	0.162178	1.10603	0.715169	3.06781	1.73664	0.01	2.14555	1.98739	1.03972	2.0818	1.35345	1.82831	1.43236	1.49734	0.80995	1.46981	1.5579	1.81854	2.40689	0.270586	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	730000	0.244266
chr17_10005000_10010000-chr17_10745000_10750000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	10.0743	4.99107	0.662744	3.34011	1.00361	2.2691	2.93578	2.03233	0.408112	1.67083	0.88179	2.37784	6.97584	0.01	2.13613	1.98893	1.03587	2.08172	1.34878	1.82002	1.42546	1.49337	0.805543	1.46734	1.55217	1.82704	2.40233	0.268814	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	18.2191	3.56169	0.630263	3.55139	0.704848	0.65031	2.50118	3.01285	0.187179	1.01488	1.3364	1.51435	5.96507	0.01	1.95094	1.59956	0.813327	1.01438	1.29428	0.695062	1.00803	1.28514	0.720297	1.11002	3.18245	1.39365	2.00926	0.231391	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	735000	0.934511
chr17_10005000_10010000-chr17_10750000_10755000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.46968	1.9651	0.0672571	3.93932	0.83139	0.920483	0.572575	1.05452	0.224872	1.46911	1.50936	1.95474	1.27911	0.01	2.18977	2.00922	1.03335	2.09022	1.34644	1.82306	1.43567	1.49701	0.802858	1.46871	1.54764	1.83076	2.43323	0.267065	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	740000	0.229357
chr17_10005000_10010000-chr17_10755000_10760000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.06311	2.04964	0.548152	2.46914	0.87832	0.847937	0.572511	0.892467	0.260347	1.4246	0.980627	2.29175	2.20969	0.01	2.18494	2.00892	1.02687	2.10263	1.34299	1.817	1.42987	1.49404	0.798978	1.46872	1.54738	1.83159	2.42549	0.26534	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	1.54639	1.04907	0.730959	1.43723	0.810993	0.752009	0.481059	0.934121	0.317531	1.19318	2.40364	1.04104	1.70614	0.01	2.05583	1.61004	0.812431	1.03512	1.28929	0.694301	1.01748	1.29448	0.71488	1.1079	3.16558	1.39383	2.03008	0.228419	0.59188	1.49396	1.37151	1.63723	0.588926	2.40086	1.18273	0.997242	0.282654	0.523846	5.37772	1.24635	3.49386	0.01	1.49801	0.867466	0.332422	1.15714	1.14623	0.741555	0.698323	0.70329	0.25636	1.09286	4.97368	1.70399	1.72722	0.01	1.81943	1.08705	1.02205	1.17376	1.17514	0.836772	1.00328	1.34386	0.703337	1.28656	3.87387	1.32799	2.06111	0.24101	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	745000	0.907552
chr17_10005000_10010000-chr17_10765000_10770000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.25211	2.30861	0.181772	1.64298	0.989681	1.14303	1.18333	0.973527	0.118448	1.28197	1.73825	1.94384	1.53016	0.01	2.17022	2.00508	1.02015	2.09655	1.33699	1.80288	1.42122	1.48455	0.791609	1.46509	1.54512	1.83428	2.43616	0.261958	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	755000	0.595031
